"alpha" "pvalue"
"1" 0.1 0.001998001998002
"2" 0.3 0.001998001998002
"3" 0.5 0.002997002997003
"4" 0.7 0.001998001998002
"5" 0.9 0.001998001998002
"6" 1.1 0.238761238761239
"7" 1.3 0.001998001998002
"8" 1.5 0.001998001998002
"9" 1.7 0.001998001998002
"10" 1.9 0.001998001998002
"11" 2 0.34965034965035
